Number of headquarters of authorized financial institutions,Number of branches of financial institutions,Number of banking service outposts of financial institutions,Number of electronic service outposts of financial institutions,Number of correspondents of financial institutions ,Number of ATMs of financial institutions,Number of POSs of financial institutions,Number of authorized credit unions ,Number of credit unions banking service outposts,Number of credit unions electronic service outposts,Number of credit unions correspondents,Number of branches of finance companies,Number of banking services outpost of finance companies,Number of electronic service outposts of finance companies,"Number of microentrepreneur, and small business credit companies correspondents",Adults with a banking relationship (million),Date,Região,Total invesment activity,Number Fintechs Brazil,Área,População
0.014728682170542635,0.27054263565891473,0.18191214470284237,0.5519379844961241,2.7684754521963826,2.70671834625323,58.403617571059435,0.012661498708010336,0.03875968992248062,0.0005167958656330749,0.015762273901808784,0.0005167958656330749,,0.2496124031007752,0.004651162790697674,9.0,2015,North,19302.325581395347,0.01937984496124031,3870000.0,17472636.0
0.013695090439276485,0.28191214470284237,0.2054263565891473,0.6134366925064599,2.497157622739018,2.6573643410852714,56.213178294573645,0.011627906976744186,0.047545219638242896,0.0005167958656330749,0.015762273901808784,0.0005167958656330749,,0.2847545219638243,0.00516795865633075,9.0,2016,North,95090.43927648579,0.026614987080103358,3870000.0,17707783.0
0.013695090439276485,0.28940568475452194,0.23126614987080105,0.6839793281653747,2.518863049095607,2.610594315245478,60.044186046511626,0.011627906976744186,0.05297157622739018,0.0005167958656330749,0.01731266149870801,0.0005167958656330749,,0.29689922480620157,0.004392764857881137,9.0,2017,North,42273.90180878553,0.031007751937984496,3870000.0,17936201.0
0.01317829457364341,0.28888888888888886,0.2343669250645995,0.6591731266149871,2.5842377260981912,2.608785529715762,103.00206718346253,0.011111111111111112,0.056847545219638244,0.0007751937984496124,0.022997416020671835,0.0005167958656330749,,0.3152454780361757,0.0,10.0,2018,North,146640.82687338503,0.017054263565891473,3870000.0,18182253.0
0.011369509043927648,0.2875968992248062,0.2408268733850129,0.6555555555555556,2.416795865633075,2.565374677002584,77.01188630490957,0.009302325581395349,0.06537467700258398,0.0007751937984496124,0.023255813953488372,0.0005167958656330749,,0.3583979328165375,0.0,10.0,2019,North,222454.78036175712,0.0069767441860465115,3870000.0,18430980.0
0.010852713178294573,0.28604651162790695,0.24444444444444444,0.6537467700258398,2.3795865633074937,,136.15813953488373,0.008785529715762274,0.0702842377260982,0.0007751937984496124,0.023255813953488372,0.0005167958656330749,,0.3490956072351421,0.0,,2020,North,,,3870000.0,
0.9951206637887489,6.190299520503271,1.4580681030296017,5.991275387745522,52.8279274124375,,,0.7647285970637451,0.5786842990510659,0.04110281002605702,0.007571570267957872,0.05191933898028255,,11.21025060815934,0.07571570267957872,41.0,2005,Southeast,,,924511.0,78472017.0
1.0048555398475518,7.300075391206811,1.7966254592968607,6.336322661385316,62.64717239708343,54.40389568106816,,0.7668919028545902,0.6522366959397995,0.04326611581690212,0.019469752117605956,0.07247074399331106,,12.159941850340342,0.44023272843697914,43.0,2006,Southeast,,,924511.0,79561095.0
1.0037738869521293,7.593203325866323,1.984833063100385,6.811168282475817,72.75521870480719,92.96914801446387,1457.5802775737661,0.7658102499591676,0.7257890928285331,0.13520661192781913,0.07787900847042382,0.07571570267957872,,14.512536897884395,0.41859967052852803,46.0,2007,Southeast,,,924511.0,77873342.0
0.9799775232528332,7.823595392591327,2.4120859567922937,7.779247623879002,74.64702961890123,96.15786075016955,1877.7440181890752,0.7409322333644489,0.825301159207408,0.2098406617119753,0.10924694243767787,0.08220562005211404,,27.167875774328266,0.4499676044957821,48.0,2008,Southeast,,,924511.0,80187717.0
